Any,Mes,Desc_Mes,Precipitacions
1872,9,Setembre,89.1
1872,10,Octubre,328.6
1872,11,Novembre,12.0
1872,12,Desembre,56.9
1873,1,Gener,9.7
1873,2,Febrer,38.4
1873,3,Març,25.0
1873,4,Abril,146.8
1873,5,Maig,11.6
1873,6,Juny,5.4
1873,7,Juliol,1.1
1873,8,Agost,0.0
1873,9,Setembre,111.5
1873,10,Octubre,64.9
1873,11,Novembre,36.8
1873,12,Desembre,1.5
1874,1,Gener,52.0
1874,2,Febrer,44.9
1874,3,Març,45.3
1874,4,Abril,53.2
1874,5,Maig,54.1
1874,6,Juny,15.2
1874,7,Juliol,49.2
1874,8,Agost,18.6
1874,9,Setembre,106.5
1874,10,Octubre,123.5
1874,11,Novembre,36.4
1874,12,Desembre,13.6
1875,1,Gener,0.1
1875,2,Febrer,70.0
1875,3,Març,23.3
1875,4,Abril,58.8
1875,5,Maig,11.4
1875,6,Juny,148.9
1875,7,Juliol,84.8
1875,8,Agost,18.0
1875,9,Setembre,338.5
1875,10,Octubre,98.9
1875,11,Novembre,57.1
1875,12,Desembre,17.6
1876,1,Gener,60.4
1876,2,Febrer,25.8
1876,3,Març,79.6
1876,4,Abril,103.4
1876,5,Maig,151.8
1876,6,Juny,51.4
1876,7,Juliol,0.0
1876,8,Agost,4.1
1876,9,Setembre,33.8
1876,10,Octubre,184.9
1876,11,Novembre,23.8
1876,12,Desembre,14.4
1877,1,Gener,2.3
1877,2,Febrer,0.0
1877,3,Març,24.7
1877,4,Abril,76.4
1877,5,Maig,24.3
1877,6,Juny,23.9
1877,7,Juliol,22.1
1877,8,Agost,37.2
1877,9,Setembre,57.2
1877,10,Octubre,35.4
1877,11,Novembre,31.3
1877,12,Desembre,26.2
1878,1,Gener,3.2
1878,2,Febrer,2.8
1878,3,Març,11.5
1878,4,Abril,26.6
1878,5,Maig,15.9
1878,6,Juny,13.5
1878,7,Juliol,14.9
1878,8,Agost,2.2
1878,9,Setembre,119.7
1878,10,Octubre,83.2
1878,11,Novembre,17.3
1878,12,Desembre,18.4
1879,1,Gener,97.9
1879,2,Febrer,56.1
1879,3,Març,49.2
1879,4,Abril,33.8
1879,5,Maig,40.0
1879,6,Juny,0.0
1879,7,Juliol,3.4
1879,8,Agost,93.1
1879,9,Setembre,119.9
1879,10,Octubre,121.3
1879,11,Novembre,91.3
1879,12,Desembre,11.4
1880,1,Gener,14.8
1880,2,Febrer,2.8
1880,3,Març,66.6
1880,4,Abril,91.9
1880,5,Maig,16.5
1880,6,Juny,42.8
1880,7,Juliol,0.0
1880,8,Agost,55.7
1880,9,Setembre,44.0
1880,10,Octubre,26.1
1880,11,Novembre,143.7
1880,12,Desembre,8.5
1881,1,Gener,107.3
1881,2,Febrer,96.8
1881,3,Març,13.1
1881,4,Abril,85.1
1881,5,Maig,12.9
1881,6,Juny,4.7
1881,7,Juliol,0.2
1881,8,Agost,21.1
1881,9,Setembre,138.4
1881,10,Octubre,45.2
1881,11,Novembre,2.2
1881,12,Desembre,44.7
1882,1,Gener,48.5
1882,2,Febrer,103.1
1882,3,Març,15.8
1882,4,Abril,83.7
1882,5,Maig,15.4
1882,6,Juny,13.6
1882,7,Juliol,28.4
1882,8,Agost,90.0
1882,9,Setembre,155.1
1882,10,Octubre,78.7
1882,11,Novembre,0.6
1882,12,Desembre,54.8
1883,1,Gener,69.4
1883,2,Febrer,34.6
1883,3,Març,42.9
1883,4,Abril,63.8
1883,5,Maig,24.1
1883,6,Juny,49.0
1883,7,Juliol,20.6
1883,8,Agost,0.0
1883,9,Setembre,70.2
1883,10,Octubre,102.8
1883,11,Novembre,38.0
1883,12,Desembre,27.4
1884,1,Gener,20.4
1884,2,Febrer,58.2
1884,3,Març,93.9
1884,4,Abril,89.9
1884,5,Maig,63.3
1884,6,Juny,100.9
1884,7,Juliol,9.7
1884,8,Agost,19.4
1884,9,Setembre,90.5
1884,10,Octubre,41.5
1884,11,Novembre,52.8
1884,12,Desembre,55.9
1885,1,Gener,20.4
1885,2,Febrer,12.5
1885,3,Març,55.3
1885,4,Abril,58.6
1885,5,Maig,10.3
1885,6,Juny,99.9
1885,7,Juliol,23.6
1885,8,Agost,9.7
1885,9,Setembre,109.0
1885,10,Octubre,64.0
1885,11,Novembre,55.3
1885,12,Desembre,17.7
1886,1,Gener,15.8
1886,2,Febrer,48.3
1886,3,Març,37.8
1886,4,Abril,27.2
1886,5,Maig,6.4
1886,6,Juny,53.8
1886,7,Juliol,16.2
1886,8,Agost,14.9
1886,9,Setembre,49.8
1886,10,Octubre,64.8
1886,11,Novembre,30.2
1886,12,Desembre,8.5
1887,1,Gener,37.4
1887,2,Febrer,26.3
1887,3,Març,30.1
1887,4,Abril,81.5
1887,5,Maig,37.4
1887,6,Juny,4.1
1887,7,Juliol,84.6
1887,8,Agost,2.9
1887,9,Setembre,100.7
1887,10,Octubre,32.3
1887,11,Novembre,44.6
1887,12,Desembre,64.8
1888,1,Gener,32.3
1888,2,Febrer,29.3
1888,3,Març,0.0
1888,4,Abril,74.6
1888,5,Maig,6.8
1888,6,Juny,97.6
1888,7,Juliol,34.7
1888,8,Agost,18.7
1888,9,Setembre,116.8
1888,10,Octubre,37.0
1888,11,Novembre,48.9
1888,12,Desembre,102.6
1889,1,Gener,55.2
1889,2,Febrer,50.4
1889,3,Març,26.7
1889,4,Abril,68.2
1889,5,Maig,38.4
1889,6,Juny,44.7
1889,7,Juliol,39.3
1889,8,Agost,31.5
1889,9,Setembre,16.4
1889,10,Octubre,146.4
1889,11,Novembre,8.9
1889,12,Desembre,79.2
1890,1,Gener,47.8
1890,2,Febrer,75.8
1890,3,Març,41.8
1890,4,Abril,101.5
1890,5,Maig,30.2
1890,6,Juny,3.5
1890,7,Juliol,49.8
1890,8,Agost,82.6
1890,9,Setembre,168.8
1890,10,Octubre,30.1
1890,11,Novembre,14.4
1890,12,Desembre,53.1
1891,1,Gener,32.7
1891,2,Febrer,3.4
1891,3,Març,28.0
1891,4,Abril,71.3
1891,5,Maig,61.7
1891,6,Juny,36.1
1891,7,Juliol,52.4
1891,8,Agost,21.2
1891,9,Setembre,137.2
1891,10,Octubre,176.6
1891,11,Novembre,70.1
1891,12,Desembre,67.1
1892,1,Gener,58.7
1892,2,Febrer,72.8
1892,3,Març,117.9
1892,4,Abril,57.7
1892,5,Maig,3.9
1892,6,Juny,30.3
1892,7,Juliol,0.7
1892,8,Agost,21.2
1892,9,Setembre,43.4
1892,10,Octubre,66.9
1892,11,Novembre,24.4
1892,12,Desembre,65.0
1893,1,Gener,2.1
1893,2,Febrer,20.5
1893,3,Març,7.8
1893,4,Abril,4.1
1893,5,Maig,13.7
1893,6,Juny,24.6
1893,7,Juliol,106.7
1893,8,Agost,52.5
1893,9,Setembre,78.7
1893,10,Octubre,51.8
1893,11,Novembre,85.1
1893,12,Desembre,50.0
1894,1,Gener,54.4
1894,2,Febrer,7.3
1894,3,Març,99.9
1894,4,Abril,44.6
1894,5,Maig,151.7
1894,6,Juny,3.5
1894,7,Juliol,7.4
1894,8,Agost,43.0
1894,9,Setembre,58.9
1894,10,Octubre,55.8
1894,11,Novembre,98.6
1894,12,Desembre,0.1
1895,1,Gener,32.0
1895,2,Febrer,35.3
1895,3,Març,46.7
1895,4,Abril,89.9
1895,5,Maig,48.9
1895,6,Juny,68.5
1895,7,Juliol,0.0
1895,8,Agost,32.4
1895,9,Setembre,86.9
1895,10,Octubre,44.1
1895,11,Novembre,31.8
1895,12,Desembre,29.5
1896,1,Gener,2.5
1896,2,Febrer,10.6
1896,3,Març,38.8
1896,4,Abril,8.4
1896,5,Maig,58.7
1896,6,Juny,23.3
1896,7,Juliol,79.5
1896,8,Agost,161.6
1896,9,Setembre,52.5
1896,10,Octubre,24.5
1896,11,Novembre,131.7
1896,12,Desembre,30.2
1897,1,Gener,53.8
1897,2,Febrer,38.8
1897,3,Març,17.9
1897,4,Abril,51.5
1897,5,Maig,11.5
1897,6,Juny,1.9
1897,7,Juliol,0.0
1897,8,Agost,85.4
1897,9,Setembre,210.9
1897,10,Octubre,75.1
1897,11,Novembre,113.5
1897,12,Desembre,74.8
1898,1,Gener,249.7
1898,2,Febrer,3.2
1898,3,Març,150.8
1898,4,Abril,25.8
1898,5,Maig,16.5
1898,6,Juny,27.2
1898,7,Juliol,1.9
1898,8,Agost,0.0
1898,9,Setembre,24.9
1898,10,Octubre,57.8
1898,11,Novembre,125.9
1898,12,Desembre,0.0
1899,1,Gener,37.4
1899,2,Febrer,10.0
1899,3,Març,80.6
1899,4,Abril,24.8
1899,5,Maig,93.8
1899,6,Juny,75.7
1899,7,Juliol,54.9
1899,8,Agost,32.9
1899,9,Setembre,98.5
1899,10,Octubre,39.6
1899,11,Novembre,2.4
1899,12,Desembre,48.2
1900,1,Gener,1.7
1900,2,Febrer,90.3
1900,3,Març,71.0
1900,4,Abril,4.1
1900,5,Maig,49.8
1900,6,Juny,20.8
1900,7,Juliol,10.6
1900,8,Agost,107.9
1900,9,Setembre,63.9
1900,10,Octubre,75.0
1900,11,Novembre,109.3
1900,12,Desembre,0.0
1901,1,Gener,62.1
1901,2,Febrer,20.5
1901,3,Març,69.6
1901,4,Abril,34.5
1901,5,Maig,37.0
1901,6,Juny,178.5
1901,7,Juliol,122.7
1901,8,Agost,9.2
1901,9,Setembre,121.6
1901,10,Octubre,154.8
1901,11,Novembre,10.8
1901,12,Desembre,209.3
1902,1,Gener,8.7
1902,2,Febrer,43.6
1902,3,Març,6.0
1902,4,Abril,149.1
1902,5,Maig,51.6
1902,6,Juny,62.9
1902,7,Juliol,25.5
1902,8,Agost,109.0
1902,9,Setembre,63.5
1902,10,Octubre,43.4
1902,11,Novembre,28.0
1902,12,Desembre,70.4
1903,1,Gener,106.7
1903,2,Febrer,0.0
1903,3,Març,19.5
1903,4,Abril,41.6
1903,5,Maig,46.0
1903,6,Juny,54.4
1903,7,Juliol,9.5
1903,8,Agost,1.1
1903,9,Setembre,45.3
1903,10,Octubre,56.9
1903,11,Novembre,0.0
1903,12,Desembre,87.4
1904,1,Gener,131.3
1904,2,Febrer,56.2
1904,3,Març,29.8
1904,4,Abril,58.8
1904,5,Maig,10.7
1904,6,Juny,47.6
1904,7,Juliol,0.0
1904,8,Agost,30.4
1904,9,Setembre,41.3
1904,10,Octubre,4.6
1904,11,Novembre,24.7
1904,12,Desembre,12.6
1905,1,Gener,67.7
1905,2,Febrer,0.0
1905,3,Març,24.1
1905,4,Abril,30.4
1905,5,Maig,78.6
1905,6,Juny,60.2
1905,7,Juliol,10.3
1905,8,Agost,2.3
1905,9,Setembre,92.6
1905,10,Octubre,65.7
1905,11,Novembre,59.8
1905,12,Desembre,34.2
1906,1,Gener,19.3
1906,2,Febrer,92.7
1906,3,Març,79.3
1906,4,Abril,102.2
1906,5,Maig,26.7
1906,6,Juny,13.6
1906,7,Juliol,55.6
1906,8,Agost,7.6
1906,9,Setembre,52.1
1906,10,Octubre,82.2
1906,11,Novembre,15.6
1906,12,Desembre,127.2
1907,1,Gener,15.8
1907,2,Febrer,16.2
1907,3,Març,0.9
1907,4,Abril,99.0
1907,5,Maig,109.5
1907,6,Juny,53.4
1907,7,Juliol,9.4
1907,8,Agost,0.9
1907,9,Setembre,167.8
1907,10,Octubre,227.2
1907,11,Novembre,91.2
1907,12,Desembre,27.2
1908,1,Gener,45.5
1908,2,Febrer,25.6
1908,3,Març,86.6
1908,4,Abril,117.7
1908,5,Maig,11.2
1908,6,Juny,26.3
1908,7,Juliol,45.3
1908,8,Agost,6.8
1908,9,Setembre,40.1
1908,10,Octubre,53.6
1908,11,Novembre,116.0
1908,12,Desembre,51.3
1909,1,Gener,35.3
1909,2,Febrer,29.1
1909,3,Març,36.4
1909,4,Abril,8.1
1909,5,Maig,97.1
1909,6,Juny,26.2
1909,7,Juliol,12.2
1909,8,Agost,71.5
1909,9,Setembre,102.3
1909,10,Octubre,56.9
1909,11,Novembre,58.6
1909,12,Desembre,14.2
1910,1,Gener,0.9
1910,2,Febrer,1.7
1910,3,Març,87.3
1910,4,Abril,31.7
1910,5,Maig,103.2
1910,6,Juny,7.8
1910,7,Juliol,27.1
1910,8,Agost,39.9
1910,9,Setembre,179.4
1910,10,Octubre,30.7
1910,11,Novembre,8.4
1910,12,Desembre,34.5
1911,1,Gener,59.4
1911,2,Febrer,27.9
1911,3,Març,82.1
1911,4,Abril,88.4
1911,5,Maig,34.1
1911,6,Juny,32.8
1911,7,Juliol,0.0
1911,8,Agost,1.5
1911,9,Setembre,19.3
1911,10,Octubre,128.2
1911,11,Novembre,23.9
1911,12,Desembre,8.7
1912,1,Gener,54.5
1912,2,Febrer,20.8
1912,3,Març,8.9
1912,4,Abril,53.1
1912,5,Maig,31.7
1912,6,Juny,34.5
1912,7,Juliol,55.6
1912,8,Agost,54.5
1912,9,Setembre,68.6
1912,10,Octubre,22.9
1912,11,Novembre,18.1
1912,12,Desembre,24.1
1913,1,Gener,48.4
1913,2,Febrer,102.0
1913,3,Març,39.0
1913,4,Abril,77.0
1913,5,Maig,47.9
1913,6,Juny,18.4
1913,7,Juliol,7.5
1913,8,Agost,50.4
1913,9,Setembre,157.8
1913,10,Octubre,30.9
1913,11,Novembre,0.0
1913,12,Desembre,31.0
1914,1,Gener,18.8
1914,2,Febrer,18.2
1914,3,Març,33.1
1914,4,Abril,30.1
1914,5,Maig,171.2
1914,6,Juny,27.6
1914,7,Juliol,82.2
1914,8,Agost,30.9
1914,9,Setembre,27.3
1914,10,Octubre,236.3
1914,11,Novembre,39.3
1914,12,Desembre,25.0
1915,1,Gener,13.8
1915,2,Febrer,12.2
1915,3,Març,28.8
1915,4,Abril,115.4
1915,5,Maig,102.2
1915,6,Juny,66.1
1915,7,Juliol,29.1
1915,8,Agost,39.0
1915,9,Setembre,71.0
1915,10,Octubre,35.1
1915,11,Novembre,78.1
1915,12,Desembre,50.1
1916,1,Gener,0.0
1916,2,Febrer,132.7
1916,3,Març,35.2
1916,4,Abril,79.0
1916,5,Maig,24.0
1916,6,Juny,4.8
1916,7,Juliol,1.0
1916,8,Agost,7.5
1916,9,Setembre,73.1
1916,10,Octubre,93.6
1916,11,Novembre,40.2
1916,12,Desembre,58.3
1917,1,Gener,46.4
1917,2,Febrer,121.2
1917,3,Març,39.2
1917,4,Abril,44.6
1917,5,Maig,78.4
1917,6,Juny,26.3
1917,7,Juliol,11.6
1917,8,Agost,40.3
1917,9,Setembre,30.8
1917,10,Octubre,6.3
1917,11,Novembre,36.6
1917,12,Desembre,166.1
1918,1,Gener,12.4
1918,2,Febrer,6.9
1918,3,Març,114.1
1918,4,Abril,89.4
1918,5,Maig,53.1
1918,6,Juny,30.1
1918,7,Juliol,25.0
1918,8,Agost,10.2
1918,9,Setembre,15.6
1918,10,Octubre,185.7
1918,11,Novembre,147.3
1918,12,Desembre,5.0
1919,1,Gener,42.7
1919,2,Febrer,22.8
1919,3,Març,46.8
1919,4,Abril,19.7
1919,5,Maig,45.3
1919,6,Juny,69.4
1919,7,Juliol,1.5
1919,8,Agost,21.4
1919,9,Setembre,61.9
1919,10,Octubre,96.0
1919,11,Novembre,58.6
1919,12,Desembre,3.2
1920,1,Gener,32.6
1920,2,Febrer,25.5
1920,3,Març,44.5
1920,4,Abril,10.9
1920,5,Maig,9.7
1920,6,Juny,61.8
1920,7,Juliol,67.1
1920,8,Agost,44.0
1920,9,Setembre,99.5
1920,10,Octubre,178.6
1920,11,Novembre,60.0
1920,12,Desembre,46.0
1921,1,Gener,0.7
1921,2,Febrer,124.8
1921,3,Març,102.1
1921,4,Abril,40.4
1921,5,Maig,159.0
1921,6,Juny,9.6
1921,7,Juliol,9.7
1921,8,Agost,100.5
1921,9,Setembre,16.2
1921,10,Octubre,9.4
1921,11,Novembre,289.2
1921,12,Desembre,24.7
1922,1,Gener,35.1
1922,2,Febrer,20.9
1922,3,Març,79.6
1922,4,Abril,31.9
1922,5,Maig,27.6
1922,6,Juny,92.3
1922,7,Juliol,73.8
1922,8,Agost,5.4
1922,9,Setembre,77.8
1922,10,Octubre,81.5
1922,11,Novembre,7.3
1922,12,Desembre,17.5
1923,1,Gener,20.9
1923,2,Febrer,5.5
1923,3,Març,103.3
1923,4,Abril,101.1
1923,5,Maig,80.3
1923,6,Juny,20.8
1923,7,Juliol,1.5
1923,8,Agost,39.2
1923,9,Setembre,93.1
1923,10,Octubre,36.1
1923,11,Novembre,89.5
1923,12,Desembre,21.9
1924,1,Gener,20.6
1924,2,Febrer,72.3
1924,3,Març,24.0
1924,4,Abril,13.5
1924,5,Maig,15.2
1924,6,Juny,25.5
1924,7,Juliol,15.9
1924,8,Agost,48.7
1924,9,Setembre,46.0
1924,10,Octubre,57.0
1924,11,Novembre,75.7
1924,12,Desembre,29.4
1925,1,Gener,9.7
1925,2,Febrer,29.8
1925,3,Març,122.7
1925,4,Abril,23.4
1925,5,Maig,72.8
1925,6,Juny,5.4
1925,7,Juliol,25.1
1925,8,Agost,32.5
1925,9,Setembre,28.4
1925,10,Octubre,177.0
1925,11,Novembre,87.8
1925,12,Desembre,22.7
1926,1,Gener,31.9
1926,2,Febrer,16.4
1926,3,Març,8.1
1926,4,Abril,36.2
1926,5,Maig,101.1
1926,6,Juny,7.6
1926,7,Juliol,57.0
1926,8,Agost,164.1
1926,9,Setembre,8.5
1926,10,Octubre,97.9
1926,11,Novembre,121.0
1926,12,Desembre,13.1
1927,1,Gener,2.3
1927,2,Febrer,38.1
1927,3,Març,39.8
1927,4,Abril,9.9
1927,5,Maig,44.6
1927,6,Juny,24.7
1927,7,Juliol,10.5
1927,8,Agost,5.7
1927,9,Setembre,92.7
1927,10,Octubre,108.2
1927,11,Novembre,50.8
1927,12,Desembre,128.4
1928,1,Gener,23.2
1928,2,Febrer,95.1
1928,3,Març,112.9
1928,4,Abril,45.8
1928,5,Maig,49.7
1928,6,Juny,0.7
1928,7,Juliol,3.0
1928,8,Agost,1.0
1928,9,Setembre,27.2
1928,10,Octubre,258.5
1928,11,Novembre,69.4
1928,12,Desembre,62.2
1929,1,Gener,24.7
1929,2,Febrer,17.6
1929,3,Març,32.2
1929,4,Abril,35.6
1929,5,Maig,26.2
1929,6,Juny,51.8
1929,7,Juliol,0.0
1929,8,Agost,86.3
1929,9,Setembre,34.8
1929,10,Octubre,69.5
1929,11,Novembre,43.7
1929,12,Desembre,23.7
1930,1,Gener,123.0
1930,2,Febrer,49.8
1930,3,Març,78.0
1930,4,Abril,38.5
1930,5,Maig,46.1
1930,6,Juny,24.9
1930,7,Juliol,13.6
1930,8,Agost,46.5
1930,9,Setembre,46.0
1930,10,Octubre,33.9
1930,11,Novembre,15.1
1930,12,Desembre,26.0
1931,1,Gener,1.4
1931,2,Febrer,32.1
1931,3,Març,151.8
1931,4,Abril,25.4
1931,5,Maig,66.8
1931,6,Juny,6.9
1931,7,Juliol,2.8
1931,8,Agost,60.9
1931,9,Setembre,102.7
1931,10,Octubre,99.4
1931,11,Novembre,64.1
1931,12,Desembre,22.6
1932,1,Gener,25.0
1932,2,Febrer,42.7
1932,3,Març,63.3
1932,4,Abril,46.6
1932,5,Maig,48.9
1932,6,Juny,57.2
1932,7,Juliol,163.2
1932,8,Agost,50.2
1932,9,Setembre,66.6
1932,10,Octubre,20.2
1932,11,Novembre,72.0
1932,12,Desembre,146.0
1933,1,Gener,27.3
1933,2,Febrer,26.6
1933,3,Març,53.8
1933,4,Abril,56.1
1933,5,Maig,39.5
1933,6,Juny,100.8
1933,7,Juliol,3.6
1933,8,Agost,8.6
1933,9,Setembre,140.1
1933,10,Octubre,15.1
1933,11,Novembre,132.8
1933,12,Desembre,107.2
1934,1,Gener,3.3
1934,2,Febrer,24.0
1934,3,Març,15.9
1934,4,Abril,68.4
1934,5,Maig,6.0
1934,6,Juny,20.6
1934,7,Juliol,0.2
1934,8,Agost,62.7
1934,9,Setembre,97.2
1934,10,Octubre,29.7
1934,11,Novembre,172.3
1934,12,Desembre,16.7
1935,1,Gener,16.5
1935,2,Febrer,19.7
1935,3,Març,122.4
1935,4,Abril,18.7
1935,5,Maig,100.9
1935,6,Juny,0.2
1935,7,Juliol,22.3
1935,8,Agost,34.8
1935,9,Setembre,37.3
1935,10,Octubre,85.8
1935,11,Novembre,33.2
1935,12,Desembre,26.4
1936,1,Gener,4.9
1936,2,Febrer,14.5
1936,3,Març,98.8
1936,4,Abril,40.9
1936,5,Maig,165.5
1936,6,Juny,46.5
1936,7,Juliol,24.0
1936,8,Agost,5.3
1936,9,Setembre,32.6
1936,10,Octubre,38.8
1936,11,Novembre,183.1
1936,12,Desembre,35.2
1937,1,Gener,13.4
1937,2,Febrer,12.6
1937,3,Març,57.0
1937,4,Abril,21.8
1937,5,Maig,26.9
1937,6,Juny,83.2
1937,7,Juliol,12.8
1937,8,Agost,7.8
1937,9,Setembre,18.8
1937,10,Octubre,141.3
1937,11,Novembre,6.6
1937,12,Desembre,1.0
1938,1,Gener,0.0
1938,2,Febrer,15.5
1938,3,Març,24.5
1938,4,Abril,54.2
1938,5,Maig,61.3
1938,6,Juny,23.1
1938,7,Juliol,6.9
1938,8,Agost,111.1
1938,9,Setembre,170.9
1938,10,Octubre,12.4
1938,11,Novembre,5.9
1938,12,Desembre,44.0
1939,1,Gener,48.9
1939,2,Febrer,18.5
1939,3,Març,47.1
1939,4,Abril,44.4
1939,5,Maig,65.2
1939,6,Juny,69.2
1939,7,Juliol,7.7
1939,8,Agost,85.5
1939,9,Setembre,128.4
1939,10,Octubre,47.4
1939,11,Novembre,32.0
1939,12,Desembre,80.1
1940,1,Gener,23.6
1940,2,Febrer,27.3
1940,3,Març,33.7
1940,4,Abril,11.8
1940,5,Maig,48.4
1940,6,Juny,35.6
1940,7,Juliol,72.4
1940,8,Agost,27.5
1940,9,Setembre,113.0
1940,10,Octubre,53.9
1940,11,Novembre,1.6
1940,12,Desembre,35.0
1941,1,Gener,140.6
1941,2,Febrer,9.7
1941,3,Març,4.1
1941,4,Abril,49.1
1941,5,Maig,38.1
1941,6,Juny,35.2
1941,7,Juliol,70.7
1941,8,Agost,50.8
1941,9,Setembre,52.2
1941,10,Octubre,41.0
1941,11,Novembre,91.2
1941,12,Desembre,2.4
1942,1,Gener,24.4
1942,2,Febrer,68.3
1942,3,Març,15.9
1942,4,Abril,185.7
1942,5,Maig,7.1
1942,6,Juny,45.5
1942,7,Juliol,22.7
1942,8,Agost,93.7
1942,9,Setembre,52.0
1942,10,Octubre,35.4
1942,11,Novembre,27.6
1942,12,Desembre,43.2
1943,1,Gener,3.6
1943,2,Febrer,24.3
1943,3,Març,83.9
1943,4,Abril,17.6
1943,5,Maig,53.0
1943,6,Juny,9.3
1943,7,Juliol,83.7
1943,8,Agost,21.1
1943,9,Setembre,112.9
1943,10,Octubre,104.1
1943,11,Novembre,131.8
1943,12,Desembre,222.5
1944,1,Gener,0.0
1944,2,Febrer,275.1
1944,3,Març,26.2
1944,4,Abril,75.4
1944,5,Maig,29.5
1944,6,Juny,44.1
1944,7,Juliol,2.3
1944,8,Agost,78.9
1944,9,Setembre,87.0
1944,10,Octubre,55.1
1944,11,Novembre,24.0
1944,12,Desembre,48.3
1945,1,Gener,124.6
1945,2,Febrer,11.7
1945,3,Març,13.8
1945,4,Abril,32.8
1945,5,Maig,32.9
1945,6,Juny,13.9
1945,7,Juliol,10.2
1945,8,Agost,95.9
1945,9,Setembre,1.4
1945,10,Octubre,34.6
1945,11,Novembre,37.8
1945,12,Desembre,36.3
1946,1,Gener,83.2
1946,2,Febrer,3.8
1946,3,Març,51.4
1946,4,Abril,106.9
1946,5,Maig,91.7
1946,6,Juny,43.5
1946,7,Juliol,0.0
1946,8,Agost,55.7
1946,9,Setembre,38.4
1946,10,Octubre,101.6
1946,11,Novembre,14.1
1946,12,Desembre,28.4
1947,1,Gener,14.5
1947,2,Febrer,79.3
1947,3,Març,19.4
1947,4,Abril,6.1
1947,5,Maig,30.9
1947,6,Juny,2.9
1947,7,Juliol,41.5
1947,8,Agost,28.0
1947,9,Setembre,60.1
1947,10,Octubre,57.3
1947,11,Novembre,59.4
1947,12,Desembre,44.2
1948,1,Gener,32.8
1948,2,Febrer,88.2
1948,3,Març,78.4
1948,4,Abril,42.6
1948,5,Maig,62.6
1948,6,Juny,71.0
1948,7,Juliol,5.3
1948,8,Agost,11.5
1948,9,Setembre,78.5
1948,10,Octubre,74.0
1948,11,Novembre,0.0
1948,12,Desembre,84.3
1949,1,Gener,3.5
1949,2,Febrer,32.3
1949,3,Març,41.7
1949,4,Abril,53.8
1949,5,Maig,122.6
1949,6,Juny,15.7
1949,7,Juliol,4.4
1949,8,Agost,24.8
1949,9,Setembre,26.1
1949,10,Octubre,51.1
1949,11,Novembre,34.1
1949,12,Desembre,39.2
1950,1,Gener,7.3
1950,2,Febrer,4.8
1950,3,Març,91.5
1950,4,Abril,66.8
1950,5,Maig,47.1
1950,6,Juny,31.8
1950,7,Juliol,0.0
1950,8,Agost,110.8
1950,9,Setembre,28.5
1950,10,Octubre,20.1
1950,11,Novembre,6.4
1950,12,Desembre,64.6
1951,1,Gener,56.8
1951,2,Febrer,30.4
1951,3,Març,74.2
1951,4,Abril,66.3
1951,5,Maig,87.8
1951,6,Juny,41.3
1951,7,Juliol,36.7
1951,8,Agost,124.3
1951,9,Setembre,56.0
1951,10,Octubre,281.1
1951,11,Novembre,88.5
1951,12,Desembre,21.3
1952,1,Gener,25.8
1952,2,Febrer,26.3
1952,3,Març,36.5
1952,4,Abril,31.9
1952,5,Maig,21.4
1952,6,Juny,37.6
1952,7,Juliol,50.7
1952,8,Agost,2.4
1952,9,Setembre,77.1
1952,10,Octubre,48.8
1952,11,Novembre,49.0
1952,12,Desembre,14.3
1953,1,Gener,0.2
1953,2,Febrer,14.3
1953,3,Març,30.7
1953,4,Abril,24.5
1953,5,Maig,34.4
1953,6,Juny,123.6
1953,7,Juliol,52.6
1953,8,Agost,13.3
1953,9,Setembre,135.3
1953,10,Octubre,151.2
1953,11,Novembre,0.7
1953,12,Desembre,12.3
1954,1,Gener,37.6
1954,2,Febrer,46.7
1954,3,Març,80.2
1954,4,Abril,82.9
1954,5,Maig,122.0
1954,6,Juny,55.4
1954,7,Juliol,48.3
1954,8,Agost,7.6
1954,9,Setembre,57.0
1954,10,Octubre,4.1
1954,11,Novembre,8.4
1954,12,Desembre,29.7
1955,1,Gener,94.9
1955,2,Febrer,47.0
1955,3,Març,45.0
1955,4,Abril,9.0
1955,5,Maig,3.3
1955,6,Juny,72.2
1955,7,Juliol,32.4
1955,8,Agost,54.2
1955,9,Setembre,60.2
1955,10,Octubre,87.4
1955,11,Novembre,10.1
1955,12,Desembre,31.2
1956,1,Gener,14.5
1956,2,Febrer,17.4
1956,3,Març,83.9
1956,4,Abril,57.1
1956,5,Maig,68.4
1956,6,Juny,24.7
1956,7,Juliol,7.4
1956,8,Agost,60.8
1956,9,Setembre,10.2
1956,10,Octubre,65.2
1956,11,Novembre,89.2
1956,12,Desembre,15.1
1957,1,Gener,2.2
1957,2,Febrer,16.7
1957,3,Març,1.6
1957,4,Abril,94.4
1957,5,Maig,56.0
1957,6,Juny,46.8
1957,7,Juliol,37.8
1957,8,Agost,46.1
1957,9,Setembre,24.8
1957,10,Octubre,79.9
1957,11,Novembre,72.3
1957,12,Desembre,35.3
1958,1,Gener,50.4
1958,2,Febrer,0.0
1958,3,Març,26.6
1958,4,Abril,47.4
1958,5,Maig,16.5
1958,6,Juny,31.1
1958,7,Juliol,61.5
1958,8,Agost,20.7
1958,9,Setembre,16.8
1958,10,Octubre,33.0
1958,11,Novembre,63.8
1958,12,Desembre,98.1
1959,1,Gener,1.8
1959,2,Febrer,71.8
1959,3,Març,135.1
1959,4,Abril,8.9
1959,5,Maig,143.2
